,Día de la semana,Electricidad (kW),Fotovoltaica (kW),Refrigeración (kW),Calefacción (kWh),Energía total (kWh),Emisión (kg CO₂)
2017-02-26,6,526201.6,93503.69,317831.67686999997,72212.69440000001,916245.97127,571440.0
2017-02-27,0,578683.05,35061.43,314828.51057,76025.54811,969537.10868,604680.0
2017-02-28,1,599783.26,99819.59,345817.53614,71400.88773,1017001.6838700001,634250.0
2017-03-01,2,607353.78,130799.52,353538.37107,73563.75171000001,1034455.90278,645140.0
2017-03-02,3,620872.75,133733.53,410814.89661,74393.14264,1106080.78925,689820.0
2017-03-03,4,604598.55,73252.69,455922.14494,69153.03316,1129673.7281,704530.0
2017-03-04,5,558663.45,115733.01000000001,427743.44856,59707.354830000004,1046114.25339,652430.0
2017-03-05,6,504911.71,46552.98,390156.84752,62720.124710000004,957788.68223,597310.0
2017-03-06,0,512396.1,135852.22,349625.95476,72329.9228,934351.97756,582710.0
2017-03-07,1,551624.36,129100.35,379341.72082,73396.70124000001,1004362.78206,626370.0
2017-03-08,2,594317.53,128307.82,446597.8042,63499.69357,1104415.02777,688800.0
2017-03-09,3,582572.47,129209.56,500601.05784,57280.726950000004,1140454.25479,711260.0
2017-03-10,4,626020.13,129193.02,528190.76223,53819.55844,1208030.45067,753340.0
2017-03-11,5,589151.64,124987.52,497829.73218,50839.02637000001,1137820.39855,709610.0
2017-03-12,6,574166.96,127426.12,512321.10864,50991.423290000006,1137479.49193,709390.0
2017-03-13,0,652567.57,128737.01,634333.75189,50176.68591,1337078.0078,833870.0
2017-03-14,1,695840.43,128535.26,681430.0044,48157.42672,1425427.86112,888970.0
2017-03-15,2,678862.34,101288.0,671026.75357,47764.71158,1397653.80515,871630.0
2017-03-16,3,689781.59,119097.34,690952.84462,49678.46521,1430412.89983,892050.0
2017-03-17,4,690071.24,119797.66,700967.15042,48128.11962,1439166.51004,897540.0
2017-03-18,5,638860.25,124067.77,643088.79584,46161.61321,1328110.65905,828270.0
2017-03-19,6,616495.67,122673.55,637527.18789,45903.710730000006,1299926.56862,810720.0
2017-03-20,0,686984.61,117638.81,745648.91209,45604.77831,1478238.3004,921880.0
2017-03-21,1,706190.16,123532.77,723270.20592,46932.38994,1476392.75586,920750.0
2017-03-22,2,671822.03,92951.31999999999,616982.28069,50349.5978,1339153.90849,835140.0
2017-03-23,3,631749.55,101060.40999999999,439269.81817,60645.18203,1131664.5502,705770.0
2017-03-24,4,616151.6,122706.18,463425.73478,59349.80821,1138927.14299,710300.0
2017-03-25,5,589948.28,120075.76000000001,447004.72109999997,52954.99899000001,1089908.00009,679750.0
2017-03-26,6,566299.06,139100.09,457313.82184,53728.706430000006,1077341.58827,671880.0
2017-03-27,0,625778.77,123517.48,541475.28014,52228.18291,1219482.23305,760540.0
2017-03-28,1,637723.0599999999,143448.52,504054.18912,55701.07426,1197478.32338,746790.0
2017-03-29,2,641883.56,145410.13999999998,557477.94667,56981.79453000001,1256343.3012,783530.0
2017-03-30,3,662115.02,142827.43,596109.09671,55211.645690000005,1313435.7624000001,819140.0
2017-03-31,4,612601.35,99179.51,406625.41104,67116.18971,1086342.95075,677530.0
2017-04-01,5,558078.46,127364.83,359185.65314,64595.77911,981859.89225,612360.0
2017-04-02,6,552832.29,142626.93000000002,411161.18043,57462.43097,1021455.9014,637030.0
2017-04-03,0,624162.62,138367.81,536822.32431,53942.64826,1214927.59257,757690.0
2017-04-04,1,625615.43,135414.02,498884.02327,58118.91001000001,1182618.36328,737550.0
2017-04-05,2,645346.6,146718.41,550097.27598,57506.39162,1252950.2676,781410.0
2017-04-06,3,678560.25,143640.69,620306.6546,53078.08881000001,1351944.99341,843130.0
2017-04-07,4,666806.37,112273.81999999999,639796.88384,50208.92372,1356812.17756,846190.0
2017-04-08,5,588362.12,121102.81,510383.76919,49001.4712,1147747.36039,721325.0
2017-04-09,6,552286.705,104018.13,431214.37586000003,48831.490020000005,1032332.57088,645080.0
2017-04-10,0,628710.27,144227.09,556419.36484,56729.75347,1241859.38831,774460.0
2017-04-11,1,659574.84,127439.97,589237.37109,55361.1119,1304173.32299,813320.0
2017-04-12,2,681322.13,139184.84,639150.95162,51073.48317000001,1371546.56479,855390.0
2017-04-13,3,697628.18,127745.71,685678.32938,48119.32749,1431425.83687,892700.0
2017-04-14,4,669874.81,138789.83,652038.92778,50991.423290000006,1372905.16107,856200.0
2017-04-15,5,616305.9400000001,139848.66999999998,573099.08904,53828.35057,1243233.37961,775340.0
2017-04-16,6,587700.49,128912.3,567976.40269,54701.702150000005,1210378.59484,754830.0
2017-04-17,0,675240.02,130641.15,708721.221,54300.19488,1438261.43588,896970.0
2017-04-18,1,712347.27,138918.52,764979.71572,50742.31294,1528069.29866,952950.0
2017-04-19,2,709249.4,138928.44999999998,768791.33481,47624.037500000006,1525664.77231,951460.0
2017-04-20,3,698782.92,141612.18,732211.264,46284.703030000004,1477278.8870299999,921310.0
2017-04-21,4,683197.77,143352.15,734559.74075,46425.37711,1464182.88786,913120.0
2017-04-22,5,655670.32,140171.38,694045.8351,45458.24281,1395174.39791,870090.0
2017-04-23,6,626456.87,126266.3,711377.89246,43608.9648,1381443.72726,861540.0
2017-04-24,0,697913.3,116953.75,824459.99346,46108.86043,1568482.15389,978160.0
2017-04-25,1,701935.46,134834.65,980368.53312,44954.160690000004,1727258.15381,1077180.0
2017-04-26,2,692611.85,130902.51,936143.52424,48169.149560000005,1676924.5238,1045790.0
2017-04-27,3,701030.57,122585.77,977615.0738199999,44825.20945,1723470.85327,1074760.0
2017-04-28,4,683731.64,102271.39,905441.06383,49153.86812000001,1638326.57195,1021720.0
2017-04-29,5,589588.67,157861.97,695929.46996,53602.685900000004,1339120.82586,835110.0
2017-04-30,6,578495.9,156297.7,748494.37611,49159.72954,1376150.00565,858200.0
2017-05-01,0,654116.66,147415.36000000002,927888.14048,47278.21372,1629283.0142,1016060.0
2017-05-02,1,695611.87,139463.54,1009919.9146,43649.99474,1749181.7793400001,1090830.0
2017-05-03,2,726694.07,137372.3,1085049.40037,43693.95539,1855437.42576,1157090.0
2017-05-04,3,740203.76,133889.1,1142814.57789,41970.69791,1924989.0358,1200460.0
2017-05-05,4,748434.2,128778.15,1194856.57648,39555.792870000005,1982846.56935,1236530.0
2017-05-06,5,688996.21,133095.18,1025307.38749,38849.491760000004,1753153.08925,1093300.0
2017-05-07,6,562669.47,95203.38,698805.46154,46642.249650000005,1308117.18119,815820.0
2017-05-08,0,620857.9,132390.91,783330.8589999999,46944.11278,1451132.87178,904960.0
2017-05-09,1,603354.25,128943.54,691807.54596,46653.97249,1341815.76845,836810.0
2017-05-10,2,611315.5700000001,137860.02,744425.24228,43834.62947,1399575.44175,872840.0
2017-05-11,3,643630.9,143097.19,876599.30744,40200.54907,1560430.75651,973120.0
2017-05-12,4,682112.19,133254.69,1003701.0848600001,40229.85617000001,1726043.13103,1076420.0
2017-05-13,5,649467.43,140425.32,924007.86955,39488.38654000001,1612963.68609,1005900.0
2017-05-14,6,579763.48,109763.47,847798.73512,40141.934870000005,1467704.14999,915310.0
2017-05-15,0,624679.07,149706.32,905829.65716,41671.765490000005,1572180.49265,980450.0
2017-05-16,1,608458.67,141610.45,757772.36279,47468.709870000006,1413699.74266,881630.0
2017-05-17,2,619722.37,146682.44,795206.64256,44241.99816,1459171.0107200001,909960.0
2017-05-18,3,622800.09,153111.83,844391.46552,44180.45325,1511372.00877,942540.0
2017-05-19,4,612752.03,151566.16,815735.33639,47583.007560000005,1476070.37395,920540.0
2017-05-20,5,610010.59,146844.41999999998,855539.33559,43995.81852,1509545.74411,941390.0
2017-05-21,6,607981.3,141030.1,941210.25512,41205.782600000006,1590397.33772,991810.0
2017-05-22,0,689463.55,135720.5,1138789.68792,38524.18295,1866777.42087,1164180.0
2017-05-23,1,736602.1,137379.55,1193504.21964,37460.33522,1967566.65486,1227030.0
2017-05-24,2,739085.3,127878.12,1223605.94128,37187.77919,1999879.02047,1247160.0
2017-05-25,3,723982.75,134786.29,1174042.97048,39209.969090000006,1937235.68957,1208080.0
2017-05-26,4,682074.59,149862.04,920883.61294,38767.431880000004,1641725.63482,1023820.0
2017-05-27,5,635430.73,147585.79,739299.63682,39075.15643,1413805.52325,881710.0
2017-05-28,6,625019.66,140759.66,773909.34355,37006.075170000004,1435935.07872,895500.0
2017-05-29,0,602742.59,120286.64,772889.65974,36677.83565,1412310.08539,880760.0
2017-05-30,1,720536.78,119487.98,931732.74903,35142.14361000001,1687411.67264,1052340.0
2017-05-31,2,732973.25,124479.51,950097.74929,33612.312990000006,1716683.31228,1070590.0
2017-06-01,3,716874.22,134866.04,912069.65924,34635.13078,1663579.01002,1037460.0
2017-06-02,4,705357.68,137634.32,908352.75296,34057.78091,1647768.2138699999,1027590.0
2017-06-03,5,696702.23,129302.11,908327.60641,32853.2591,1637883.0955100001,1021410.0
2017-06-04,6,682956.1799999999,130513.43000000001,940602.58786,31859.748410000004,1655418.51627,1032350.0
2017-06-05,0,749790.01,134715.09,1106516.18361,31669.252260000005,1887975.44587,1177390.0
2017-06-06,1,777716.78,124355.42,1088519.20223,31637.014450000002,1897872.9966799999,1183580.0
2017-06-07,2,772789.74,132847.9,1078203.70055,32999.7946,1883993.23515,1174920.0
2017-06-08,3,751932.94,122669.31,1028860.12021,34465.149600000004,1815258.2098100001,1132040.0
2017-06-09,4,745497.52,130702.61,1036565.51551,32548.465260000004,1814611.50077,1131640.0
2017-06-10,5,695650.12,139210.07,906618.09822,33650.412220000006,1635918.63044,1020220.0
2017-06-11,6,655902.02,144404.94999999998,842440.19875,33832.11624,1532174.33499,955530.0
2017-06-12,0,676249.25,146004.02,881318.76974,35965.67312,1593533.69286,993780.0
2017-06-13,1,690024.22,146944.41,827943.8281500001,41727.44898,1559695.49713,972680.0
2017-06-14,2,704548.29,137715.95,893741.90401,38893.45241,1637183.6464200001,1021000.0
2017-06-15,3,720893.24,135857.15,938178.17908,38154.913490000006,1697226.33257,1058450.0
2017-06-16,4,735975.35,134709.11,974258.06215,36830.23257,1747063.64472,1089530.0
2017-06-17,5,719404.81,130195.06,939943.78342,34057.78091,1693406.37433,1056030.0
2017-06-18,6,707243.27,125945.04000000001,973908.33167,32205.572190000003,1713357.17386,1068500.0
2017-06-19,0,799961.6,121042.47,1178596.14902,31077.24884,2009634.99786,1253250.0
2017-06-20,1,851454.11,111373.66,1260560.15055,29714.46869,2141728.72924,1335650.0
2017-06-21,2,858164.05,117967.18,1308131.6201,28885.07776,2195180.74786,1368960.0
2017-06-22,3,855094.91,124410.63,1305359.69655,28978.860480000003,2189433.46703,1365370.0
2017-06-23,4,847666.09,125835.45,1307104.40991,29984.094010000004,2184754.59392,1362470.0
2017-06-24,5,810110.28,118717.4,1191803.71497,29260.208640000004,2031174.20361,1266700.0
2017-06-25,6,789849.09,118297.31,1235009.49725,29069.71249,2053928.29974,1280890.0
2017-06-26,0,846446.49,123514.29000000001,1355464.21501,30133.560220000003,2232044.26523,1391950.0
2017-06-27,1,809729.94,130469.51,1216100.69845,32176.26509,2058006.90354,1283420.0
2017-06-28,2,803147.81,127058.43000000001,1165389.88436,30602.473820000003,1999140.16818,1246710.0
2017-06-29,3,791582.34,130544.69,1140022.07989,32328.662010000004,1963933.0818999999,1224750.0
2017-06-30,4,764934.86,131078.81,1103500.42645,35045.43018,1903480.71663,1187060.0
2017-07-01,5,730951.34,130446.67,1008285.81089,36068.247970000004,1775305.39886,1107140.0
2017-07-02,6,711931.33,128311.84999999999,1038837.63819,33796.947720000004,1784565.91591,1112910.0
2017-07-03,0,818577.61,125325.99,1311659.98001,32287.632070000003,2162525.2220799997,1348610.0
2017-07-04,1,728540.87,122582.84,1058108.19561,32079.551660000005,1818728.61727,1134220.0
2017-07-05,2,843102.11,124984.04000000001,1267963.57623,31739.589300000003,2142805.27553,1336290.0
2017-07-06,3,847462.4199999999,117196.86,1303003.93961,31554.95457,2182021.31418,1360750.0
2017-07-07,4,850539.37,114603.47,1319475.98496,30420.769800000002,2200436.12476,1372270.0
2017-07-08,5,831876.4,108971.31,1253244.89606,29488.804020000003,2114610.1000800002,1318740.0
2017-07-09,6,802064.54,113155.81,1274126.48567,30652.29589,2106843.32156,1313880.0
2017-07-10,0,866335.41,122351.09,1430659.71487,30833.999910000002,2327829.12478,1451700.0
2017-07-11,1,889558.84,100008.34,1399576.99642,31672.18297,2320808.01939,1447290.0
2017-07-12,2,880868.14,121181.39,1384698.1872399999,32070.759530000003,2297637.08677,1432860.0
2017-07-13,3,890659.48,123541.76,1426457.42742,32170.403670000003,2349287.31109,1465060.0
2017-07-14,4,875357.0700000001,116731.76,1376648.54798,32193.849350000004,2284199.46733,1424480.0
2017-07-15,5,852017.6,112600.0,1296007.99355,31467.033270000004,2179492.62682,1359190.0
2017-07-16,6,818037.67,116570.6,1290730.06682,31988.699650000002,2140756.43647,1335030.0
2017-07-17,0,849150.92,100520.17,1400232.03767,33081.85448,2282464.81215,1423380.0
2017-07-18,1,891507.37,107305.61,1400127.23107,29975.301880000003,2321609.90295,1447820.0
2017-07-19,2,883761.5,116479.3,1420336.82749,32029.729590000003,2336128.05708,1456860.0
2017-07-20,3,848610.72,104414.92,1264845.86124,30532.13678,2143988.71802,1337070.0
2017-07-21,4,878994.27,125507.55,1413765.69986,31724.935750000004,2324484.90561,1449560.0
2017-07-22,5,842464.98,108628.83,1267415.55729,32111.789470000003,2141992.32676,1335810.0
2017-07-23,6,809089.99,114921.48,1268281.79439,32689.13934,2110060.92373,1315850.0
2017-07-24,0,853599.5599999999,72168.61,1383995.49064,34485.66457,2272080.71521,1416890.0
2017-07-25,1,901102.01,110587.09,1388470.27525,33371.994770000005,2322944.28002,1448620.0
2017-07-26,2,867288.68,124683.25,1322823.81726,33758.848490000004,2223871.34575,1386870.0
2017-07-27,3,856513.18,118738.77,1296017.87632,33029.1017,2185560.15802,1362970.0
2017-07-28,4,860225.79,101193.19,1321310.80386,34356.713330000006,2215893.30719,1381880.0
2017-07-29,5,806098.82,100474.84,1211011.74013,34887.17184,2051997.73197,1279680.0
2017-07-30,6,784261.265,95316.66,1200185.67556,34221.90067,2018668.84123,1281360.0
2017-07-31,0,880940.7,116988.79000000001,1451183.62558,33125.81513,2365250.14071,1475020.0
2017-08-01,1,871043.58,90367.59,1350109.72319,33911.24541,2255064.5486,1406290.0
2017-08-02,2,875754.55,50749.69,1360870.1957099999,35666.7407,2272291.48641,1417070.0
2017-08-03,3,887960.35,103708.48,1400746.22307,35669.67141,2324376.24448,1449530.0
2017-08-04,4,864732.53,121481.02,1333811.48798,36065.31726,2234609.33524,1393550.0
2017-08-05,5,788941.17,123509.57,1148173.29011,35742.93916,1972857.39927,1230310.0
2017-08-06,6,724619.21,126245.33,1019262.50857,35745.86987,1779627.58844,1109830.0
2017-08-07,0,786156.61,127601.19,1142820.3106,34679.09143,1963656.01203,1224560.0
2017-08-08,1,808982.54,125745.41,1112376.27935,32985.141050000006,1954343.9604,1218770.0
2017-08-09,2,824681.52,120911.47,1166030.33006,32469.336090000004,2023181.18615,1261710.0
2017-08-10,3,869246.58,72476.9,1313581.59847,34380.15901,2217208.33748,1382710.0
2017-08-11,4,891284.7,111469.27,1382563.93096,35432.2839,2309280.91486,1440140.0
2017-08-12,5,880483.79,107619.48,1344712.6405,35496.75952,2260693.19002,1409830.0
2017-08-13,6,826446.67,112531.97,1280752.68952,36918.15387,2144117.51339,1337120.0
2017-08-14,0,877734.28,118636.5,1361565.29559,35989.118800000004,2275288.69439,1418920.0
2017-08-15,1,831305.75,120602.61,1135483.81343,36800.92547,2003590.4889,1249480.0
2017-08-16,2,783652.21,120495.7,1035493.21738,36850.747540000004,1855996.1749200001,1157460.0
2017-08-17,3,798593.39,121946.42,1045940.29003,37976.14018,1882509.82021,1174000.0
2017-08-18,4,802782.79,120392.68000000001,1050666.04776,37647.90066000001,1891096.73842,1179340.0
2017-08-19,5,762424.74,116471.78,1009685.08451,34380.15901,1806489.98352,1126580.0
2017-08-20,6,751404.33,87764.77,1012294.80402,34365.50546,1798064.6394800001,1121320.0
2017-08-21,0,838813.0700000001,101753.78,1213579.95904,34453.42676,2086846.4557999999,1301400.0
2017-08-22,1,880643.94,116823.6,1248019.61882,34702.537110000005,2163366.09593,1349150.0
2017-08-23,2,906243.74,108608.73,1332132.85905,34517.90238,2272894.50143,1417440.0
2017-08-24,3,884795.12,119694.63,1262592.6951899999,35798.622650000005,2183186.43784,1361490.0
2017-08-25,4,868479.99,116931.75,1241499.03048,33952.27535,2143931.29583,1337000.0
2017-08-26,5,837576.22,113360.95999999999,1186573.12706,33207.87501,2057357.22207,1283030.0
2017-08-27,6,814559.56,116156.2,1192839.50664,32914.80401,2040313.87065,1272380.0
2017-08-28,0,889582.29,111851.91,1342912.53439,31663.390840000004,2264158.2152299997,1411960.0
2017-08-29,1,919059.73,112834.35,1323578.56546,32138.16586,2274776.46132,1418610.0
2017-08-30,2,918230.52,113359.78,1298626.78692,31859.74841,2248717.05533,1402360.0
2017-08-31,3,877073.5700000001,116750.39,1194294.10267,32689.13934,2104056.81201,1312160.0
2017-09-01,4,842103.99,112635.86,1161365.97915,31042.08032,2034512.04947,1268770.0
2017-09-02,5,868503.63,88143.65000000001,1276895.84181,31335.151320000004,2176734.62313,1357460.0
2017-09-03,6,815785.3,109867.28,1216617.55677,32243.671420000002,2064646.52819,1287550.0
2017-09-04,0,781435.6799999999,109623.54,1209151.42298,32826.882710000005,2023413.98569,1261850.0
2017-09-05,1,912418.72,102899.88,1322058.09602,32308.147040000003,2266784.96306,1413630.0
2017-09-06,2,893672.76,100648.9,1229776.09574,32396.06834,2155844.92408,1344470.0
2017-09-07,3,909022.09,94934.97,1292599.38749,33665.06577,2235286.54326,1394000.0
2017-09-08,4,872359.72,86066.46,1193640.36271,35074.73728,2101074.81999,1310290.0
2017-09-09,5,820125.98,77801.65000000001,1100229.22958,34931.13249,1955286.34207,1219370.0
2017-09-10,6,808646.39,104051.87999999999,1142158.7629,34227.762090000004,1985032.91499,1237920.0
2017-09-11,0,875650.92,103799.76,1280677.35538,33427.67826000001,2189755.95364,1365590.0
2017-09-12,1,909186.63,99894.57,1303301.0206,33219.597850000006,2245707.24845,1400500.0
2017-09-13,2,902412.81,89888.99,1290065.67035,32539.673130000003,2225018.15348,1387570.0
2017-09-14,3,895756.73,101030.75,1291664.81508,33568.352340000005,2220989.89742,1385090.0
2017-09-15,4,808762.24,108269.73,1037549.60728,35030.77663,1881342.62391,1173280.0
2017-09-16,5,726356.51,105050.57,888779.48735,35907.05892,1651043.05627,1029630.0
2017-09-17,6,702526.15,109922.77,874592.05003,36197.199210000006,1613315.39924,1006140.0
2017-09-18,0,761179.18,106814.73,961064.88073,37498.43445,1759742.49518,1097410.0
2017-09-19,1,787943.91,109852.75,963035.98338,36803.85618,1787783.74956,1114920.0
2017-09-20,2,784055.7,109373.16,969988.74068,37164.333510000004,1791208.77419,1117050.0
2017-09-21,3,771798.66,110843.45,921243.61306,37844.25823000001,1730886.53129,1079430.0
2017-09-22,4,734895.83,105622.86,856922.7827099999,39447.35660000001,1631265.96931,1017310.0
2017-09-23,5,650481.29,105769.0,662863.83174,44280.09739,1357625.21913,846690.0
2017-09-24,6,614564.54,107085.36,616041.79972,46144.02895,1276750.36867,796220.0
2017-09-25,0,677410.74,107370.38,697604.30053,50891.77915,1425906.81968,889250.0
2017-09-26,1,700942.38,78857.5,708044.86673,48717.192330000005,1457704.43906,909100.0
2017-09-27,2,714285.56,98072.79,769402.1322,44221.48319,1527909.17539,952870.0
2017-09-28,3,733266.84,98511.16,813326.96513,40748.59184,1587342.3969700001,989940.0
